,ttime,pm1,pm2,pm3,am,sm,st,lum,temp,humd,pres
12315,2022-10-29 06:32:18,1.11,2.23,43.02,0.0,2809.0,25.39,990.0,14.6,100.0,93376.19
31971,2022-10-29 06:48:33,1.67,2.23,43.02,0.0,2941.0,25.39,1395.0,14.97,100.0,93391.99
12316,2022-10-29 06:50:17,1.67,2.23,43.02,0.0,2778.0,25.36,3735.0,14.97,100.0,93391.99
31972,2022-10-29 07:06:34,0.55,1.67,43.02,0.0,2941.0,25.36,2289.0,16.27,100.0,93417.57
12317,2022-10-29 07:08:19,0.55,1.67,43.02,0.0,2778.0,25.33,7980.0,16.27,100.0,93417.57
31973,2022-10-29 07:24:34,1.11,1.67,43.02,0.0,2941.0,25.33,3219.0,17.52,97.46,93437.22
12318,2022-10-29 07:26:17,1.11,1.67,43.02,0.0,2778.0,25.3,9237.0,17.52,97.46,93437.22
31974,2022-10-29 07:42:34,1.67,1.67,43.02,0.8,2941.0,25.3,3948.0,18.81,91.07,93458.09
12319,2022-10-29 07:44:17,1.67,1.67,43.02,1.6,2747.0,25.28,563.0,18.81,91.07,93458.09
31975,2022-10-29 08:00:34,0.55,1.67,42.46,0.8,2941.0,25.28,4500.0,20.47,87.23,93483.57
12320,2022-10-29 08:02:18,0.55,1.67,42.46,2.4,2762.0,25.25,384.0,20.47,87.23,93483.57
31976,2022-10-29 08:18:34,1.11,1.67,42.46,1.6,2941.0,25.25,4879.0,22.27,77.66,93506.84
12321,2022-10-29 08:20:18,1.11,1.67,42.46,0.8,2762.0,25.24,384.0,22.27,77.66,93506.84
31977,2022-10-29 08:36:34,1.67,1.67,42.46,4.0,2941.0,25.24,5561.0,23.62,73.23,93531.89
12322,2022-10-29 08:38:18,1.67,1.67,42.46,4.0,2762.0,25.2,384.0,23.62,73.23,93531.89
31978,2022-10-29 08:54:34,2.23,1.67,42.46,0.8,2941.0,25.2,5676.0,23.81,74.5,93547.37
12323,2022-10-29 08:56:17,2.23,1.67,42.46,7.2,2747.0,25.18,384.0,23.81,74.5,93547.37
31979,2022-10-29 09:12:32,0.55,2.23,43.02,6.4,2924.0,25.18,6515.0,25.1,68.48,93561.3
12324,2022-10-29 09:14:15,0.55,2.23,43.02,7.2,2747.0,25.14,384.0,25.1,68.48,93561.3
31980,2022-10-29 09:30:35,1.11,2.23,43.02,6.4,2924.0,25.14,5771.0,25.38,67.59,93558.99
31981,2022-10-29 09:48:35,1.67,2.23,43.02,6.4,2907.0,25.14,9775.0,24.63,68.72,93558.15
12325,2022-10-29 09:50:20,1.67,2.23,43.02,2.4,2732.0,25.1,384.0,24.63,68.72,93558.15
31982,2022-10-29 10:06:36,0.55,1.67,43.02,4.0,2874.0,25.1,6874.0,26.19,62.31,93538.1
12326,2022-10-29 10:08:19,0.55,1.67,43.02,6.4,2717.0,25.08,384.0,26.19,62.31,93538.1
31983,2022-10-29 10:24:37,1.11,1.67,43.02,4.8,2857.0,25.08,8487.0,26.61,60.75,93523.51
12327,2022-10-29 10:26:19,1.11,1.67,43.02,4.0,2703.0,25.06,384.0,26.61,60.75,93523.51
31984,2022-10-29 10:42:35,1.67,1.67,43.02,1.6,2825.0,25.06,8597.0,25.52,63.6,93526.99
12328,2022-10-29 10:44:18,1.67,1.67,43.02,1.6,2703.0,25.05,5231.0,25.52,63.6,93526.99
31985,2022-10-29 11:00:35,0.55,1.67,42.46,3.2,2793.0,25.05,592.0,25.84,62.87,93487.3
12329,2022-10-29 11:02:19,0.55,1.67,42.46,6.4,2688.0,25.05,384.0,25.84,62.87,93487.3
31986,2022-10-29 11:18:35,1.11,1.67,42.46,4.0,2762.0,25.05,11815.0,25.94,60.09,93455.14
12330,2022-10-29 11:20:17,1.11,1.67,42.46,6.4,2703.0,25.04,13639.0,25.94,60.09,93455.14
31987,2022-10-29 11:36:34,1.67,1.67,42.46,5.6,2717.0,25.04,5451.0,25.63,60.62,93426.25
12331,2022-10-29 11:38:19,1.67,1.67,42.46,7.2,2674.0,25.05,3448.0,25.63,60.62,93426.25
31988,2022-10-29 11:54:35,2.23,1.67,42.46,5.6,2703.0,25.05,10814.0,25.82,59.85,93397.47
12332,2022-10-29 11:56:19,2.23,1.67,42.46,4.8,2674.0,25.05,6970.0,25.82,59.85,93397.47
31989,2022-10-29 12:12:35,0.55,2.23,43.02,4.8,2674.0,25.05,9231.0,26.95,55.55,93366.62
12333,2022-10-29 12:14:19,0.55,2.23,43.02,7.2,2674.0,25.07,9338.0,26.95,55.55,93366.62
31990,2022-10-29 12:30:35,1.11,2.23,43.02,2.4,2674.0,25.07,384.0,27.0,57.46,93339.37
12334,2022-10-29 12:32:19,1.11,2.23,43.02,4.0,2660.0,25.1,610.0,27.0,57.46,93339.37
31991,2022-10-29 12:48:36,1.67,2.23,43.02,13.6,2646.0,25.1,10598.0,28.63,51.54,93314.55
12335,2022-10-29 12:50:20,1.67,2.23,43.02,1.6,2660.0,25.12,7461.0,28.63,51.54,93314.55
31992,2022-10-29 13:06:35,0.55,1.67,43.02,6.4,2618.0,25.12,8580.0,26.15,55.98,93294.03
12336,2022-10-29 13:08:20,0.55,1.67,43.02,5.6,2646.0,25.14,12878.0,26.15,55.98,93294.03
31993,2022-10-29 13:24:36,1.11,1.67,43.02,7.2,2577.0,25.14,2944.0,27.31,54.98,93274.4
12337,2022-10-29 13:26:20,1.11,1.67,43.02,3.2,2660.0,25.17,5138.0,27.31,54.98,93274.4
31994,2022-10-29 13:42:34,1.67,1.67,43.02,3.2,2577.0,25.17,11312.0,26.92,55.74,93249.34
12338,2022-10-29 13:44:17,1.67,1.67,43.02,6.4,2646.0,25.2,8110.0,26.92,55.74,93249.34
31995,2022-10-29 14:00:34,0.55,1.67,42.46,2.4,2551.0,25.2,384.0,27.85,54.12,93216.62
12339,2022-10-29 14:02:18,0.55,1.67,42.46,8.8,2632.0,25.24,5994.0,27.85,54.12,93216.62
31996,2022-10-29 14:18:36,1.11,1.67,42.46,4.8,2525.0,25.24,384.0,28.5,50.83,93194.69
12340,2022-10-29 14:20:19,1.11,1.67,42.46,6.4,2632.0,25.28,10130.0,28.5,50.83,93194.69
31997,2022-10-29 14:36:36,1.67,1.67,42.46,1.6,2500.0,25.28,384.0,29.3,47.45,93172.25
12341,2022-10-29 14:38:20,1.67,1.67,42.46,4.0,2632.0,25.32,11458.0,29.3,47.45,93172.25
31998,2022-10-29 14:54:36,2.23,1.67,42.46,4.8,2488.0,25.32,666.0,26.93,51.23,93157.32
12342,2022-10-29 14:56:20,2.23,1.67,42.46,5.6,2618.0,25.36,9556.0,26.93,51.23,93157.32
31999,2022-10-29 15:12:36,0.55,2.23,43.02,4.0,2451.0,25.36,7960.0,26.63,54.74,93149.68
12343,2022-10-29 15:14:20,0.55,2.23,43.02,2.4,2604.0,25.39,8639.0,26.63,54.74,93149.68
32000,2022-10-29 15:30:36,1.11,2.23,43.02,4.0,2439.0,25.39,13301.0,26.63,53.99,93146.9
12344,2022-10-29 15:32:20,1.11,2.23,43.02,0.8,2604.0,25.43,8606.0,26.63,53.99,93146.9
32001,2022-10-29 15:48:36,1.67,2.23,43.02,0.8,2427.0,25.43,6600.0,26.43,54.44,93148.74
12345,2022-10-29 15:50:20,1.67,2.23,43.02,4.0,2604.0,25.48,7227.0,26.43,54.44,93148.74
32002,2022-10-29 16:06:36,0.55,1.67,43.02,2.4,2415.0,25.48,5186.0,26.27,55.91,93146.2
12346,2022-10-29 16:08:20,0.55,1.67,43.02,0.8,2591.0,25.52,5572.0,26.27,55.91,93146.2
32003,2022-10-29 16:24:36,1.11,1.67,43.02,3.2,2404.0,25.52,4774.0,26.04,54.82,93156.32
12347,2022-10-29 16:26:22,1.11,1.67,43.02,1.6,2591.0,25.55,3540.0,26.04,54.82,93156.32
32004,2022-10-29 16:42:38,1.67,1.67,43.02,1.6,2392.0,25.55,2954.0,25.56,57.38,93174.07
12348,2022-10-29 16:44:22,1.67,1.67,43.02,0.0,2564.0,25.6,3630.0,25.56,57.38,93174.07
32005,2022-10-29 17:00:38,0.55,1.67,42.46,1.6,2381.0,25.6,2651.0,25.26,57.08,93192.32
12349,2022-10-29 17:02:20,0.55,1.67,42.46,3.2,2577.0,25.64,2893.0,25.26,57.08,93192.32
32006,2022-10-29 17:18:37,1.11,1.67,42.46,0.8,2381.0,25.64,1674.0,24.8,56.8,93202.51
12350,2022-10-29 17:20:20,1.11,1.67,42.46,1.6,2577.0,25.67,1739.0,24.8,56.8,93202.51
32007,2022-10-29 17:36:37,1.67,1.67,42.46,1.6,2370.0,25.67,835.0,24.38,58.99,93208.72
12351,2022-10-29 17:38:20,1.67,1.67,42.46,3.2,2564.0,25.71,1008.0,24.38,58.99,93208.72
32008,2022-10-29 17:54:34,2.23,1.67,42.46,2.4,2370.0,25.71,302.0,23.53,63.04,93231.05
12352,2022-10-29 17:56:20,2.23,1.67,42.46,0.8,2551.0,25.74,348.0,23.53,63.04,93231.05
32009,2022-10-29 18:12:34,0.55,2.23,43.02,0.0,2370.0,25.74,24.0,22.12,70.43,93234.44
12353,2022-10-29 18:14:20,0.55,2.23,43.02,0.0,2551.0,25.77,14.0,22.12,70.43,93234.44
32010,2022-10-29 18:30:33,1.11,2.23,43.02,0.0,2370.0,25.77,1.0,21.07,75.61,93259.09
12354,2022-10-29 18:32:18,1.11,2.23,43.02,0.0,2538.0,25.8,1.0,21.07,75.61,93259.09
32011,2022-10-29 18:48:33,1.67,2.23,43.02,0.0,2358.0,25.8,1.0,20.51,78.97,93274.75
12355,2022-10-29 18:50:21,1.67,2.23,43.02,0.0,2538.0,25.81,1.0,20.51,78.97,93274.75
32012,2022-10-29 19:06:35,0.55,1.67,43.02,0.8,2370.0,25.81,1.0,20.54,72.98,93296.34
12356,2022-10-29 19:08:22,0.55,1.67,43.02,0.0,2551.0,25.84,1.0,20.54,72.98,93296.34
32013,2022-10-29 19:24:35,1.11,1.67,43.02,0.0,2370.0,25.84,1.0,20.06,76.47,93319.12
12357,2022-10-29 19:26:21,1.11,1.67,43.02,0.0,2525.0,25.85,1.0,20.06,76.47,93319.12
32014,2022-10-29 19:42:35,1.67,1.67,43.02,0.0,2370.0,25.85,1.0,19.3,80.38,93348.49
12358,2022-10-29 19:44:20,1.67,1.67,43.02,0.0,2525.0,25.86,1.0,19.3,80.38,93348.49
32015,2022-10-29 20:00:35,0.55,1.67,42.46,0.0,2381.0,25.86,1.0,19.4,81.33,93365.75
12359,2022-10-29 20:02:21,0.55,1.67,42.46,0.0,2525.0,25.87,1.0,19.4,81.33,93365.75
32016,2022-10-29 20:18:35,1.11,1.67,42.46,0.0,2381.0,25.87,1.0,19.71,79.7,93375.9
12360,2022-10-29 20:20:20,1.11,1.67,42.46,0.0,2525.0,25.88,1.0,19.71,79.7,93375.9
32017,2022-10-29 20:36:36,1.67,1.67,42.46,1.6,2381.0,25.88,1.0,19.62,77.33,93385.25
12361,2022-10-29 20:38:20,1.67,1.67,42.46,0.8,2513.0,25.88,1.0,19.62,77.33,93385.25
32018,2022-10-29 20:54:36,2.23,1.67,42.46,2.4,2381.0,25.88,1.0,20.04,73.47,93394.74
12362,2022-10-29 20:56:19,2.23,1.67,42.46,1.6,2513.0,25.88,1.0,20.04,73.47,93394.74
32019,2022-10-29 21:12:35,0.55,2.23,43.02,0.8,2392.0,25.88,1.0,20.09,74.51,93394.09
12363,2022-10-29 21:14:21,0.55,2.23,43.02,0.8,2513.0,25.88,1.0,20.09,74.51,93394.09
32020,2022-10-29 21:30:36,1.11,2.23,43.02,0.8,2392.0,25.88,1.0,19.32,76.0,93398.51
12364,2022-10-29 21:32:21,1.11,2.23,43.02,0.8,2500.0,25.87,1.0,19.32,76.0,93398.51
32021,2022-10-29 21:48:36,1.67,2.23,43.02,0.0,2392.0,25.87,1.0,19.19,79.15,93405.75
12365,2022-10-29 21:50:21,1.67,2.23,43.02,0.0,2500.0,25.86,1.0,19.19,79.15,93405.75
32022,2022-10-29 22:06:36,0.55,1.67,43.02,0.0,2392.0,25.86,1.0,19.18,76.49,93410.72
12366,2022-10-29 22:08:21,0.55,1.67,43.02,1.6,2500.0,25.86,1.0,19.18,76.49,93410.72
32023,2022-10-29 22:24:36,1.11,1.67,43.02,0.0,2392.0,25.86,1.0,18.96,77.56,93417.5
12367,2022-10-29 22:26:21,1.11,1.67,43.02,0.0,2500.0,25.84,1.0,18.96,77.56,93417.5
32024,2022-10-29 22:42:36,1.67,1.67,43.02,1.6,2392.0,25.84,1.0,18.92,77.51,93408.63
12368,2022-10-29 22:44:21,1.67,1.67,43.02,0.0,2488.0,25.83,1.0,18.92,77.51,93408.63
32025,2022-10-29 23:00:36,0.55,1.67,42.46,0.0,2392.0,25.83,1.0,18.62,78.75,93408.81
12369,2022-10-29 23:02:22,0.55,1.67,42.46,0.0,2488.0,25.8,1.0,18.62,78.75,93408.81
32026,2022-10-29 23:18:38,1.11,1.67,42.46,0.0,2392.0,25.8,1.0,18.18,82.43,93400.72
12370,2022-10-29 23:20:20,1.11,1.67,42.46,0.8,2488.0,25.79,1.0,18.18,82.43,93400.72
32027,2022-10-29 23:36:35,1.67,1.67,42.46,0.0,2392.0,25.79,1.0,17.87,84.98,93397.37
12371,2022-10-29 23:38:24,1.67,1.67,42.46,0.0,2488.0,25.77,1.0,17.87,84.98,93397.37
32028,2022-10-29 23:54:39,2.23,1.67,42.46,0.0,2392.0,25.77,1.0,17.55,88.13,93403.41
12372,2022-10-29 23:56:22,2.23,1.67,42.46,0.0,2475.0,25.74,1.0,17.55,88.13,93403.41
32029,2022-10-30 00:12:36,0.55,2.23,43.02,0.0,2404.0,25.74,1.0,17.54,87.05,93379.37
12373,2022-10-30 00:14:22,0.55,2.23,43.02,0.0,2475.0,25.72,1.0,17.54,87.05,93379.37
32030,2022-10-30 00:30:36,1.11,2.23,43.02,0.0,2404.0,25.72,1.0,16.95,92.57,93368.03
12374,2022-10-30 00:32:22,1.11,2.23,43.02,0.0,2463.0,25.7,1.0,16.95,92.57,93368.03
32031,2022-10-30 00:48:36,1.67,2.23,43.02,0.0,2392.0,25.7,1.0,16.54,95.36,93356.69
12375,2022-10-30 00:50:22,1.67,2.23,43.02,0.0,2475.0,25.67,1.0,16.54,95.36,93356.69
32032,2022-10-30 01:06:37,0.55,1.67,43.02,0.8,2404.0,25.67,1.0,16.21,98.08,93347.26
12376,2022-10-30 01:08:22,0.55,1.67,43.02,0.0,2463.0,25.65,1.0,16.21,98.08,93347.26
32033,2022-10-30 01:24:37,1.11,1.67,43.02,0.0,2404.0,25.65,1.0,15.96,100.0,93326.09
12377,2022-10-30 01:26:20,1.11,1.67,43.02,0.0,2463.0,25.61,1.0,15.96,100.0,93326.09
32034,2022-10-30 01:42:37,1.67,1.67,43.02,0.0,2404.0,25.61,1.0,15.72,100.0,93315.84
12378,2022-10-30 01:44:22,1.67,1.67,43.02,0.0,2463.0,25.59,1.0,15.72,100.0,93315.84
32035,2022-10-30 02:00:37,0.55,1.67,42.46,0.0,2404.0,25.59,1.0,15.6,100.0,93300.78
12379,2022-10-30 02:02:23,0.55,1.67,42.46,0.0,2451.0,25.56,1.0,15.6,100.0,93300.78
32036,2022-10-30 02:18:37,1.11,1.67,42.46,0.0,2404.0,25.56,1.0,15.52,100.0,93288.92
12380,2022-10-30 02:20:23,1.11,1.67,42.46,0.0,2439.0,25.54,1.0,15.52,100.0,93288.92
32037,2022-10-30 02:36:37,1.67,1.67,42.46,0.0,2404.0,25.54,1.0,15.43,100.0,93269.67
12381,2022-10-30 02:38:22,1.67,1.67,42.46,0.0,2439.0,25.5,1.0,15.43,100.0,93269.67
32038,2022-10-30 02:54:37,2.23,1.67,42.46,0.0,2404.0,25.5,1.0,15.25,100.0,93266.8
12382,2022-10-30 02:56:22,2.23,1.67,42.46,0.0,2451.0,25.48,1.0,15.25,100.0,93266.8
32039,2022-10-30 03:12:37,0.55,2.23,43.02,0.0,2404.0,25.48,1.0,15.05,100.0,93250.79
12383,2022-10-30 03:14:22,0.55,2.23,43.02,0.0,2427.0,25.45,1.0,15.05,100.0,93250.79
32040,2022-10-30 03:30:37,1.11,2.23,43.02,0.8,2404.0,25.45,1.0,15.06,100.0,93263.87
12384,2022-10-30 03:32:22,1.11,2.23,43.02,0.0,2427.0,25.42,1.0,15.06,100.0,93263.87
32041,2022-10-30 03:48:37,1.67,2.23,43.02,1.6,2415.0,25.42,1.0,15.59,100.0,93277.5
12385,2022-10-30 03:50:21,1.67,2.23,43.02,0.0,2427.0,25.39,1.0,15.59,100.0,93277.5
32042,2022-10-30 04:06:37,0.55,1.67,43.02,0.0,2415.0,25.39,1.0,16.04,99.74,93280.5
12386,2022-10-30 04:08:23,0.55,1.67,43.02,0.0,2427.0,25.36,1.0,16.04,99.74,93280.5
32043,2022-10-30 04:24:35,1.11,1.67,43.02,0.8,2404.0,25.36,1.0,16.31,97.3,93302.85
12387,2022-10-30 04:26:23,1.11,1.67,43.02,0.0,2415.0,25.33,1.0,16.31,97.3,93302.85
32044,2022-10-30 04:42:36,1.67,1.67,43.02,0.8,2415.0,25.33,1.0,16.27,96.9,93320.72
12388,2022-10-30 04:44:23,1.67,1.67,43.02,0.0,2427.0,25.3,1.0,16.27,96.9,93320.72
32045,2022-10-30 05:00:38,0.55,1.67,42.46,0.0,2404.0,25.3,1.0,16.38,94.18,93330.29
12389,2022-10-30 05:02:24,0.55,1.67,42.46,0.8,2415.0,25.27,1.0,16.38,94.18,93330.29
32046,2022-10-30 05:18:38,1.11,1.67,42.46,0.0,2404.0,25.27,1.0,16.45,93.53,93353.54
12390,2022-10-30 05:20:23,1.11,1.67,42.46,0.0,2404.0,25.24,1.0,16.45,93.53,93353.54
32047,2022-10-30 05:36:38,1.67,1.67,42.46,0.0,2404.0,25.24,1.0,16.0,96.38,93360.51
12391,2022-10-30 05:38:24,1.67,1.67,42.46,1.6,2404.0,25.2,1.0,16.0,96.38,93360.51
32048,2022-10-30 05:54:38,2.23,1.67,42.46,0.8,2392.0,25.2,0.0,16.1,94.48,93388.94
12392,2022-10-30 05:56:23,2.23,1.67,42.46,1.6,2404.0,25.17,2.0,16.1,94.48,93388.94
32049,2022-10-30 06:12:40,0.55,2.23,43.02,0.8,2392.0,25.17,22.0,16.0,94.54,93407.57
12393,2022-10-30 06:14:23,0.55,2.23,43.02,0.0,2415.0,25.14,106.0,16.0,94.54,93407.57
32050,2022-10-30 06:30:39,1.11,2.23,43.02,0.8,2392.0,25.14,433.0,16.15,93.6,93432.0
12394,2022-10-30 06:32:25,1.11,2.23,43.02,0.8,2392.0,25.11,1081.0,16.15,93.6,93432.0
32051,2022-10-30 06:48:37,1.67,2.23,43.02,4.8,2392.0,25.11,1186.0,16.68,91.03,93456.25
12395,2022-10-30 06:50:24,1.67,2.23,43.02,2.4,2404.0,25.08,3936.0,16.68,91.03,93456.25
32052,2022-10-30 07:06:38,0.55,1.67,43.02,1.6,2392.0,25.08,1863.0,17.36,87.36,93492.74
12396,2022-10-30 07:08:24,0.55,1.67,43.02,1.6,2392.0,25.05,11127.0,17.36,87.36,93492.74
32053,2022-10-30 07:24:38,1.11,1.67,43.02,6.4,2404.0,25.05,2493.0,18.0,82.82,93502.56
12397,2022-10-30 07:26:24,1.11,1.67,43.02,4.0,2381.0,25.03,7043.0,18.0,82.82,93502.56
32054,2022-10-30 07:42:38,1.67,1.67,43.02,0.8,2381.0,25.03,3104.0,18.96,78.45,93520.78
12398,2022-10-30 07:44:24,1.67,1.67,43.02,2.4,2392.0,25.01,384.0,18.96,78.45,93520.78
32055,2022-10-30 08:00:38,0.55,1.67,42.46,7.2,2381.0,25.01,3442.0,20.3,70.7,93549.25
12399,2022-10-30 08:02:24,0.55,1.67,42.46,9.6,2392.0,24.99,384.0,20.3,70.7,93549.25
32056,2022-10-30 08:18:38,1.11,1.67,42.46,4.0,2370.0,24.99,3325.0,22.37,61.09,93559.39
12400,2022-10-30 08:20:23,1.11,1.67,42.46,4.0,2381.0,24.97,384.0,22.37,61.09,93559.39
32057,2022-10-30 08:36:38,1.67,1.67,42.46,3.2,2370.0,24.97,3702.0,23.46,55.13,93571.03
12401,2022-10-30 08:38:22,1.67,1.67,42.46,3.2,2381.0,24.94,384.0,23.46,55.13,93571.03
32058,2022-10-30 08:54:38,2.23,1.67,42.46,4.8,2358.0,24.94,3934.0,24.36,50.98,93586.72
12402,2022-10-30 08:56:23,2.23,1.67,42.46,4.0,2370.0,24.92,384.0,24.36,50.98,93586.72
32059,2022-10-30 09:12:38,0.55,2.23,43.02,6.4,2347.0,24.92,4414.0,24.73,46.77,93607.3
12403,2022-10-30 09:14:21,0.55,2.23,43.02,2.4,2370.0,24.89,384.0,24.73,46.77,93607.3
32060,2022-10-30 09:30:36,1.11,2.23,43.02,8.0,2326.0,24.89,4842.0,25.62,43.78,93610.25
12404,2022-10-30 09:32:22,1.11,2.23,43.02,4.0,2358.0,24.87,384.0,25.62,43.78,93610.25
32061,2022-10-30 09:48:36,1.67,2.23,43.02,3.2,2326.0,24.87,4794.0,26.15,39.28,93629.87
12405,2022-10-30 09:50:22,1.67,2.23,43.02,7.2,2358.0,24.85,384.0,26.15,39.28,93629.87
32062,2022-10-30 10:06:39,0.55,1.67,43.02,4.0,2304.0,24.85,7955.0,26.55,37.65,93615.15
12406,2022-10-30 10:08:22,0.55,1.67,43.02,3.2,2347.0,24.84,384.0,26.55,37.65,93615.15
32063,2022-10-30 10:24:39,1.11,1.67,43.02,5.6,2283.0,24.84,4698.0,26.62,38.24,93599.03
12407,2022-10-30 10:26:22,1.11,1.67,43.02,4.0,2347.0,24.82,384.0,26.62,38.24,93599.03
32064,2022-10-30 10:42:39,1.67,1.67,43.02,6.4,2273.0,24.82,5563.0,27.61,37.06,93586.62
12408,2022-10-30 10:44:22,1.67,1.67,43.02,1.6,2336.0,24.81,384.0,27.61,37.06,93586.62
32065,2022-10-30 11:00:39,0.55,1.67,42.46,0.0,2252.0,24.81,5485.0,27.54,38.05,93556.22
12409,2022-10-30 11:02:22,0.55,1.67,42.46,4.8,2336.0,24.81,384.0,27.54,38.05,93556.22
32066,2022-10-30 11:18:39,1.11,1.67,42.46,5.6,2222.0,24.81,4782.0,27.88,34.17,93510.37
12410,2022-10-30 11:20:21,1.11,1.67,42.46,3.2,2326.0,24.81,386.0,27.88,34.17,93510.37
32067,2022-10-30 11:36:39,1.67,1.67,42.46,6.4,2212.0,24.81,6671.0,28.1,32.96,93473.01
12411,2022-10-30 11:38:23,1.67,1.67,42.46,12.8,2326.0,24.82,11288.0,28.1,32.96,93473.01
32068,2022-10-30 11:54:39,2.23,1.67,42.46,5.6,2193.0,24.82,8399.0,28.45,32.21,93436.78
12412,2022-10-30 11:56:38,2.23,1.67,42.46,2.4,2326.0,24.83,10166.0,28.45,32.21,93436.78
32069,2022-10-30 12:12:40,0.55,2.23,43.02,3.2,2174.0,24.83,3304.0,28.38,33.82,93398.78
12413,2022-10-30 12:14:23,0.55,2.23,43.02,4.0,2326.0,24.86,5795.0,28.38,33.82,93398.78
32070,2022-10-30 12:30:40,1.11,2.23,43.02,5.6,2146.0,24.86,1233.0,29.02,32.55,93391.36
12414,2022-10-30 12:32:22,1.11,2.23,43.02,3.2,2304.0,24.88,8595.0,29.02,32.55,93391.36
32071,2022-10-30 12:48:40,1.67,2.23,43.02,4.0,2128.0,24.88,414.0,29.62,31.04,93369.61
12415,2022-10-30 12:50:22,1.67,2.23,43.02,1.6,2304.0,24.92,7635.0,29.62,31.04,93369.61
32072,2022-10-30 13:06:41,0.55,1.67,43.02,4.0,2110.0,24.92,384.0,29.55,30.37,93335.8
12416,2022-10-30 13:08:24,0.55,1.67,43.02,5.6,2304.0,24.96,6922.0,29.55,30.37,93335.8
32073,2022-10-30 13:24:39,1.11,1.67,43.02,2.4,2092.0,24.96,384.0,30.12,29.48,93314.57
32074,2022-10-30 13:42:39,1.67,1.67,43.02,3.2,2075.0,24.96,384.0,29.62,31.02,93283.47
12417,2022-10-30 13:44:23,1.67,1.67,43.02,4.8,2315.0,25.07,5975.0,29.62,31.02,93283.47
32075,2022-10-30 14:00:40,0.55,1.67,42.46,4.8,2049.0,25.07,384.0,30.65,30.16,93255.1
32076,2022-10-30 14:18:39,1.11,1.67,42.46,7.2,2024.0,25.07,384.0,31.12,28.98,93230.62
12418,2022-10-30 14:20:25,1.11,1.67,42.46,8.8,2304.0,25.21,5448.0,31.12,28.98,93230.62
32077,2022-10-30 14:36:38,1.67,1.67,42.46,5.6,2008.0,25.21,384.0,31.01,29.06,93219.49
32078,2022-10-30 14:54:38,2.23,1.67,42.46,3.2,1992.0,25.21,384.0,31.13,30.07,93192.42
12419,2022-10-30 14:56:24,2.23,1.67,42.46,0.8,2304.0,25.36,5107.0,31.13,30.07,93192.42
32079,2022-10-30 15:12:38,0.55,2.23,43.02,2.4,1976.0,25.36,384.0,30.34,30.92,93181.44
12420,2022-10-30 15:14:24,0.55,2.23,43.02,5.6,2283.0,25.44,4969.0,30.34,30.92,93181.44
32080,2022-10-30 15:30:38,1.11,2.23,43.02,0.8,1953.0,25.44,384.0,30.35,31.07,93181.53
12421,2022-10-30 15:32:23,1.11,2.23,43.02,2.4,2283.0,25.52,4880.0,30.35,31.07,93181.53
32081,2022-10-30 15:48:39,1.67,2.23,43.02,3.2,1938.0,25.52,384.0,29.9,30.36,93174.66
12422,2022-10-30 15:50:22,1.67,2.23,43.02,4.0,2273.0,25.61,4722.0,29.9,30.36,93174.66
32082,2022-10-30 16:06:38,0.55,1.67,43.02,0.8,1923.0,25.61,561.0,29.32,31.96,93188.36
12423,2022-10-30 16:08:24,0.55,1.67,43.02,1.6,2273.0,25.68,4421.0,29.32,31.96,93188.36
32083,2022-10-30 16:24:38,1.11,1.67,43.02,0.8,1908.0,25.68,384.0,29.03,33.18,93182.25
12424,2022-10-30 16:26:24,1.11,1.67,43.02,0.0,2262.0,25.77,4207.0,29.03,33.18,93182.25
32084,2022-10-30 16:42:40,1.67,1.67,43.02,2.4,1880.0,25.77,7477.0,26.7,37.59,93196.5
32085,2022-10-30 17:00:41,0.55,1.67,42.46,0.8,1880.0,25.77,5568.0,25.7,38.53,93216.67
12425,2022-10-30 17:02:26,0.55,1.67,42.46,1.6,2252.0,25.92,3541.0,25.7,38.53,93216.67
32086,2022-10-30 17:18:41,1.11,1.67,42.46,2.4,1859.0,25.92,3738.0,24.72,40.64,93212.32
12426,2022-10-30 17:20:24,1.11,1.67,42.46,0.8,2252.0,25.98,2680.0,24.72,40.64,93212.32
32087,2022-10-30 17:36:41,1.67,1.67,42.46,2.4,1852.0,25.98,1867.0,24.03,46.26,93236.0
12427,2022-10-30 17:38:23,1.67,1.67,42.46,0.8,2242.0,26.05,1570.0,24.03,46.26,93236.0
32088,2022-10-30 17:54:41,2.23,1.67,42.46,0.8,1845.0,26.05,480.0,21.78,54.96,93264.22
12428,2022-10-30 17:56:22,2.23,1.67,42.46,1.6,2242.0,26.11,438.0,21.78,54.96,93264.22
32089,2022-10-30 18:12:41,0.55,2.23,43.02,1.6,1838.0,26.11,26.0,21.25,51.24,93281.9
12429,2022-10-30 18:14:25,0.55,2.23,43.02,0.8,2222.0,26.17,12.0,21.25,51.24,93281.9
32090,2022-10-30 18:30:41,1.11,2.23,43.02,0.8,1832.0,26.17,1.0,20.37,58.82,93304.45
12430,2022-10-30 18:32:25,1.11,2.23,43.02,2.4,2222.0,26.22,1.0,20.37,58.82,93304.45
32091,2022-10-30 18:48:42,1.67,2.23,43.02,0.0,1832.0,26.22,1.0,19.15,63.11,93335.09
12431,2022-10-30 18:50:24,1.67,2.23,43.02,0.0,2212.0,26.26,1.0,19.15,63.11,93335.09
32092,2022-10-30 19:06:40,0.55,1.67,43.02,2.4,1825.0,26.26,1.0,19.12,62.56,93363.3
